 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
80,86719,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,134145.9196,92.2519863,12388.42857,32311.10998,85662,12,728,364.0,346.4823228,609,119,86670,21667.5,42664.45058,85662,12,0,0,0,0,72,112,34.59449486,57.65749144,0,10135,1292.555556,3350.634907,11200000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
53,175,2,2,96,180,48,48,48.0,0.0,90,90,90.0,0.0,1577142.857,22857.14286,58.33333333,94.97543542,168,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,40,11428.57143,11428.57143,48,90,64.8,23.00434742,529.2,0,0,0,0,0,0,0,0,1,81.0,48.0,90.0,40,0,0,0,0,0,0,2,96,2,180,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,1435474,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,8103.943366,6.269706034,179434.25,507130.452,1434518,3,809,404.5,299.1061684,616,193,1435430,287086.0,641434.0877,1434518,3,0,0,0,0,72,132,2.089902011,4.179804023,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,416438,3,8,26,11601,20,0,8.666666667,10.26320288,2920,0,1450.125,1102.941578,27920.12256,26.41449628,41643.8,128531.2804,407389,33,8309,4154.5,4977.324633,7674,635,416402,59486.0,153440.9913,407389,49,0,0,0,0,72,172,7.20395353,19.21054275,0,2920,968.9166667,1131.093715,1279372.992,0,0,0,1,0,0,0,0,2,1057.0,8.666666667,1450.125,72,0,0,0,0,0,0,3,26,8,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
53838,7964451,1,5,1375,24,1375,1375,1375.0,0.0,6,0,4.8,2.683281573,175.6555474,0.753347594,1592890.2,3549712.98,7942797,5,0,0.0,0.0,0,0,7946829,1986707.25,3970726.701,7942797,5,1,0,0,0,20,112,0.125557932,0.627789662,0,1375,396.2857143,668.5927296,447016.2381,0,1,0,0,1,1,0,0,5,462.3333333,1375.0,4.8,20,0,0,0,0,0,0,1,1375,5,24,229,0,0,20,21654.0,0.0,21654,21654,7942797.0,0.0,7942797,7942797,BENIGN
80,25012,3,5,26,11601,20,0,8.666666667,10.26320288,7300,0,2320.2,3032.755381,464856.8687,319.8464737,3573.142857,6420.627862,16803,71,7701,3850.5,5067.834301,7434,267,24941,6235.25,7900.80276,16803,183,0,0,0,0,72,112,119.9424276,199.9040461,0,7300,1291.888889,2466.94915,6085838.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,76440397,8,6,56,11601,20,0,7.0,5.656854249,5840,0,1933.5,2189.772933,152.4978998,0.183149232,5880030.538,18300000.0,66100000,1,76400000,10900000.0,24600000.0,66100000,1,53551,10710.2,18547.94059,42928,46,0,0,0,0,172,132,0.104656704,0.078492528,0,5840,777.5333333,1633.102694,2667024.41,0,0,0,0,1,0,0,0,0,833.0714286,7.0,1933.5,172,0,0,0,0,0,0,8,56,6,11601,256,229,6,20,1015.0,0.0,1015,1015,38200000.0,39500000.0,66100000,10300000,DDoS
80,545944,3,5,26,11607,20,0,8.666666667,10.26320288,5840,0,2321.4,3173.373883,21308.04625,14.65351758,77992.0,206046.2913,545261,4,485,242.5,273.6503243,436,49,545849,136462.25,272532.5599,545261,4,0,0,0,0,72,112,5.495069091,9.158448486,0,5840,1292.555556,2554.159212,6523729.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,195322,3,5,26,11607,20,0,8.666666667,10.26320288,5840,0,2321.4,3173.373883,59558.0631,40.9580078,27903.14286,73335.55635,194211,3,887,443.5,622.9610742,884,3,195316,48829.0,96922.10779,194211,8,0,0,0,0,72,112,15.35925293,25.59875488,0,5840,1292.555556,2554.159212,6523729.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,12549,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,926528.0102,557.8133716,2091.5,3516.462526,8973,2,9031,4515.5,6383.052914,9029,2,12493,4164.333333,4919.106457,9661,176,0,0,0,0,72,92,239.0628735,318.750498,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661.0,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,625635,3,7,26,11601,20,0,8.666666667,10.26320288,2920,0,1657.285714,1314.996162,18584.31833,15.9837605,69515.0,206770.6061,620896,36,4126,2063.0,1825.749709,3354,772,625555,104259.1667,253104.4173,620896,36,0,0,0,0,72,152,4.79512815,11.18863235,0,2920,1057.0,1315.75674,1731215.8,0,0,0,1,0,0,0,0,2,1162.7,8.666666667,1657.285714,72,0,0,0,0,0,0,3,26,7,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,425752,3,3,616,0,616,0,205.3333333,355.6477658,0,0,0.0,0.0,1446.851688,14.09271125,85150.4,115953.4829,212215,74,212516,106258.0,149824.6132,212200,316,213626,106813.0,149612.4812,212605,1021,0,0,0,0,104,104,7.046355625,7.046355625,0,616,88.0,232.8261154,54208.0,0,0,0,1,0,0,0,0,1,102.6666667,205.3333333,0.0,104,0,0,0,0,0,0,3,616,3,0,29200,4996,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
26237,22698773,1,6,1375,30,1375,1375,1375.0,0.0,6,0,5.0,2.449489743,61.89761887,0.308386713,3783128.833,9256103.266,22700000,3,0,0.0,0.0,0,0,22700000,4538699.2,10100000.0,22700000,3,1,0,0,0,20,132,0.044055245,0.264331468,0,1375,347.5,634.1901472,402197.1429,0,1,0,0,1,1,0,0,6,397.1428571,1375.0,5.0,20,0,0,0,0,0,0,1,1375,6,30,229,0,0,20,21704.0,0.0,21704,21704,22700000.0,0.0,22700000,22700000,BENIGN
80,56891,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,204478.74,158.1972544,7111.375,19748.3072,55983,3,757,378.5,465.9833688,708,49,56842,11368.4,24942.29173,55983,3,0,0,0,0,72,132,52.73241813,105.4648363,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
49723,82452644,4,9,12976,56,11595,0,3244.0,5604.775999,20,0,6.222222222,5.783117191,158.0543615,0.15766626,6871053.667,19900000.0,69000000,0,82500000,27500000.0,46400000.0,81100000,14193,81100000,10100000.0,24200000.0,69000000,0,1,0,0,0,92,204,0.048512695,0.109153565,0,11595,1029.071429,3080.960077,9492314.995,0,1,0,0,1,1,0,0,2,1108.230769,3244.0,6.222222222,92,0,0,0,0,0,0,4,12976,9,56,229,256,2,20,25559.0,0.0,25559,25559,40500000.0,40300000.0,69000000,12000000,BENIGN
80,7273865,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,4.124354796,0.687392466,1818466.25,3634893.264,7270806,2,7273865,1818466.25,3634893.264,7270806,2,0,0.0,0.0,0,0,0,0,0,0,100,0,0.687392466,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,3059.0,0.0,3059,3059,7270806.0,0.0,7270806,7270806,DDoS
80,612805,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,18983.2002,13.05472377,87543.57143,231237.123,611940,5,573,286.5,335.8757211,524,49,612670,153167.5,305848.413,611940,5,0,0,0,0,72,112,4.895521414,8.159202356,0,10135,1292.555556,3350.634907,11200000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,98080253,7,5,50,11601,20,0,7.142857143,6.094494002,7300,0,2320.2,3022.508098,118.7904766,0.122348787,8916386.636,28200000.0,93800000,12,98000000,16300000.0,38000000.0,93800000,393,143959,35989.75,50510.83264,107334,181,0,0,0,0,152,112,0.071370126,0.050978661,0,7300,896.6923077,2101.720223,4417227.897,0,0,0,0,1,0,0,0,0,971.4166667,7.142857143,2320.2,152,0,0,0,0,0,0,7,50,5,11601,256,229,5,20,4087054.0,0.0,4087054,4087054,93800000.0,0.0,93800000,93800000,DDoS
61035,145,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,82758.62069,13793.10345,145.0,0.0,145,145,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,6896.551724,6896.551724,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,351,257,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,6141330,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,4.884935348,0.814155891,1535332.5,3069477.679,6139549,365,6141330,1535332.5,3069477.679,6139549,365,0,0.0,0.0,0,0,0,0,0,0,100,0,0.814155891,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1781.0,0.0,1781,1781,6139549.0,0.0,6139549,6139549,DDoS
80,1366081,3,5,26,11607,20,0,8.666666667,10.26320288,5840,0,2321.4,3173.373883,8515.600466,5.856168119,195154.4286,515803.678,1364887,3,962,481.0,675.9940828,959,3,1366020,341505.0,682254.7957,1364887,10,0,0,0,0,72,112,2.196063045,3.660105074,0,5840,1292.555556,2554.159212,6523729.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,1617901,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,7190.180363,4.944678321,231128.7143,611002.9352,1616753,7,863,431.5,583.3630945,844,19,1617821,404455.25,808198.5835,1616753,7,0,0,0,0,72,112,1.85425437,3.090423951,0,10135,1292.555556,3350.634907,11200000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
53,23445,1,1,49,91,49,49,49.0,0.0,91,91,91.0,0.0,5971.422478,85.3060354,23445.0,0.0,23445,23445,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,42.6530177,42.6530177,49,91,63.0,24.24871131,588.0,0,0,0,0,0,0,0,0,1,94.5,49.0,91.0,20,0,0,0,0,0,0,1,49,1,91,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
51098,257633,5,2,11601,26,8760,0,2320.2,3803.229575,20,6,13.0,9.899494937,45130.08815,27.17043236,42938.83333,93146.6436,232094,30,257633,64408.25,112406.1788,232094,30,982,982.0,0.0,982,982,0,0,0,0,124,40,19.40745169,7.762980674,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,0,1661.0,2320.2,13.0,124,0,0,0,0,0,0,5,11601,2,26,8192,256,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5282892,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,5.678707799,0.9464513,1320723.0,2640772.042,5281881,2,5282892,1320723.0,2640772.042,5281881,2,0,0.0,0.0,0,0,0,0,0,0,100,0,0.9464513,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1011.0,0.0,1011,1011,5281881.0,0.0,5281881,5281881,DDoS
80,4169900,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,5.755533706,0.959255618,1389966.667,2406669.344,4168949,3,4169900,1389966.667,2406669.344,4168949,3,0,0.0,0.0,0,0,0,0,0,0,80,0,0.959255618,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
54873,90057425,6,9,11613,62,10135,0,1935.5,4058.890772,20,0,6.888888889,5.30199124,129.639505,0.166560392,6432673.214,21700000.0,81500000,1,90100000,18000000.0,39900000.0,89400000,186,89400000,11200000.0,28500000.0,81500000,1,0,0,0,0,132,192,0.066624157,0.099936235,0,10135,730.0625,2534.071308,6421517.396,0,0,0,0,1,1,0,0,1,778.7333333,1935.5,6.888888889,132,0,0,0,0,0,0,6,11613,9,62,229,256,4,20,29502.0,0.0,29502,29502,44700000.0,52000000.0,81500000,7932577,BENIGN
80,10195741,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,2.942405069,0.490400845,2548935.25,5097191.856,10200000,1,10200000,2548935.25,5097191.856,10200000,1,0,0.0,0.0,0,0,0,0,0,0,100,0,0.490400845,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1018.0,0.0,1018,1018,10200000.0,0.0,10200000,10200000,DDoS
80,48984,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,489.955904,81.65931733,16328.0,25710.16,45965,10,48984,16328.0,25710.16,45965,10,0,0.0,0.0,0,0,0,0,0,0,80,0,81.65931733,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,6022896,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,3.984794026,0.664132338,2007632.0,3476426.061,6021863,2,6022896,2007632.0,3476426.061,6021863,2,0,0.0,0.0,0,0,0,0,0,0,80,0,0.664132338,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,1033.0,0.0,1033,1033,6021863.0,0.0,6021863,6021863,DDoS
80,38639,2,6,20,11601,20,0,10.0,14.14213562,5840,0,1933.5,2189.772933,300758.3012,207.0446958,5519.857143,14305.85848,37962,48,38037,38037.0,0.0,38037,38037,38564,7712.8,16943.58785,38022,48,0,0,0,0,52,132,51.76117394,155.2835218,0,5840,1291.222222,1981.198108,3925145.944,0,0,0,1,0,0,0,0,3,1452.625,10.0,1933.5,52,0,0,0,0,0,0,2,20,6,11601,8192,229,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
53,212,2,2,64,204,32,32,32.0,0.0,102,102,102.0,0.0,1264150.943,18867.92453,70.66666667,80.43216604,160,4,4,4.0,0.0,4,4,48,48.0,0.0,48,48,0,0,0,0,64,64,9433.962264,9433.962264,32,102,60.0,38.34057903,1470.0,0,0,0,0,0,0,0,0,1,75.0,32.0,102.0,64,0,0,0,0,0,0,2,64,2,204,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
20690,12109471,1,5,6,30,6,6,6.0,0.0,6,6,6.0,0.0,2.972879658,0.495479943,2421894.2,5403188.325,12100000,13,0,0.0,0.0,0,0,12100000,3022414.5,6043323.69,12100000,13,0,0,0,0,20,100,0.08257999,0.412899952,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,5,7.0,6.0,6.0,20,0,0,0,0,0,0,1,6,5,30,229,0,0,20,22071.0,0.0,22071,22071,12100000.0,0.0,12100000,12100000,BENIGN
53,95439224,2,2,104,265,54,50,52.0,2.828427125,156,109,132.5,33.23401872,3.866334873,0.041911489,31800000.0,54800000.0,95100000,23915,95200000,95200000.0,0.0,95200000,95200000,95400000,95400000.0,0.0,95400000,95400000,0,0,0,0,52,52,0.020955745,0.020955745,50,156,84.6,46.80598252,2190.8,0,0,0,0,0,0,0,0,1,105.75,52.0,132.5,52,0,0,0,0,0,0,2,104,2,265,-1,-1,1,20,23915.0,0.0,23915,23915,95100000.0,0.0,95100000,95100000,BENIGN
443,116717641,21,19,1084,3500,450,0,51.61904762,119.49204,1460,0,184.2105263,455.654423,39.27426875,0.342707406,2992760.026,4510896.478,10000000,2,117000000,5835882.05,4877910.944,10100000,4,112000000,6196501.722,4974157.503,10100000,2,0,0,0,0,432,388,0.179921388,0.162786018,0,1460,111.804878,324.4581036,105273.061,0,0,0,1,0,0,0,0,0,114.6,51.61904762,184.2105263,432,0,0,0,0,0,0,21,1084,19,3500,8192,32768,20,20,150091.5833,344663.1698,1244544,50388,9576378.167,1401597.547,10000000,5129979,BENIGN
53243,1583415,5,2,11607,26,11595,0,2321.4,5184.100867,20,6,13.0,9.899494937,7346.778956,4.42082461,263902.5,646031.6578,1582609,7,1583415,395853.75,791170.2412,1582609,7,37,37.0,0.0,37,37,0,0,0,0,124,40,3.157731864,1.263092746,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,0,0,1661.857143,2321.4,13.0,124,0,0,0,0,0,0,5,11607,2,26,8192,256,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,3247920,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,7.389344565,1.231557428,1082640.0,1873457.168,3245922,975,3247920,1082640.0,1873457.168,3245922,975,0,0.0,0.0,0,0,0,0,0,0,80,0,1.231557428,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,80265097,8,5,56,11607,20,0,7.0,5.656854249,10220,0,2321.4,4455.182578,145.3059977,0.1619633,6688758.083,19600000.0,68300000,1,78600000,11200000.0,25500000.0,68300000,1,1645373,411343.25,822016.5741,1644368,2,0,0,0,0,172,112,0.099669723,0.062293577,0,10220,833.5,2726.136143,7431818.269,0,0,0,0,1,0,0,0,0,897.6153846,7.0,2321.4,172,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,3.0,0.0,3,3,39300000.0,41000000.0,68300000,10300000,DDoS
80,33970,3,5,26,11601,20,0,8.666666667,10.26320288,8760,0,2320.2,3668.897,342272.5935,235.5019135,4852.857143,11038.68361,29731,45,3825,1912.5,2304.461,3542,283,33874,8468.5,14275.63931,29731,178,0,0,0,0,72,112,88.31321754,147.1886959,0,8760,1291.888889,2866.607422,8217438.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
443,60428076,14,11,954,997,670,0,68.14285714,184.1365953,821,0,90.63636364,246.1021222,32.28631671,0.413714976,2517836.5,4385687.968,10000000,16,60400000,4648313.538,5179962.968,10100000,90,60300000,6034398.9,5158535.081,10100000,406,0,0,0,0,456,360,0.231680386,0.182034589,0,821,75.03846154,205.4669766,42216.67846,0,0,0,1,0,0,0,0,0,78.04,68.14285714,90.63636364,456,0,0,0,0,0,0,14,954,11,997,29200,124,3,32,118249.3333,84620.43208,290980,83610,9953018.0,143656.4689,10000000,9664803,BENIGN
80,16948865,10,9,2458,1005,607,0,245.8,310.8768245,246,0,111.6666667,126.7428499,204.3204663,1.121019018,941603.6111,2514378.65,9980008,55,12200000,1353302.333,3244873.582,9980008,648,16700000,2093290.875,3657238.737,10200000,485,0,0,0,0,220,192,0.59001001,0.531009009,0,607,173.15,242.2582952,58689.08158,0,0,0,1,0,0,0,0,0,182.2631579,245.8,111.6666667,220,0,0,0,0,0,0,10,2458,9,1005,29200,152,9,20,1976682.0,0.0,1976682,1976682,9980008.0,0.0,9980008,9980008,BENIGN
443,66315906,23,24,12376,9431,3214,0,538.0869565,1024.0237,1460,0,392.9583333,565.3232611,328.8351365,0.708728913,1441650.13,8611198.632,58400000,1,66300000,3014359.364,12400000.0,58400000,49,66200000,2879701.478,12200000.0,58500000,1,0,0,0,0,472,488,0.346824787,0.361904126,0,3214,454.3125,810.5485444,656988.9428,0,0,0,1,0,0,0,0,1,463.9787234,538.0869565,392.9583333,472,0,0,0,0,0,0,23,12376,24,9431,8192,16384,22,20,7848902.0,0.0,7848902,7848902,58400000.0,0.0,58400000,58400000,BENIGN
53,70366,1,1,47,135,47,47,47.0,0.0,135,135,135.0,0.0,2586.476423,28.42281784,70366.0,0.0,70366,70366,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,14.21140892,14.21140892,47,135,76.33333333,50.80682369,2581.333333,0,0,0,0,0,0,0,0,1,114.5,47.0,135.0,20,0,0,0,0,0,0,1,47,1,135,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,885651,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,13134.97077,9.03290348,126521.5714,334277.707,884592,5,753,376.5,433.4564569,683,70,885605,221401.25,442127.3012,884592,5,0,0,0,0,72,112,3.387338805,5.645564675,0,10135,1292.555556,3350.634907,11200000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,472341,3,4,26,11601,20,0,8.666666667,10.26320288,5840,0,2900.25,3345.636997,24615.69078,14.8198018,78723.5,188392.0748,463219,26,8903,4451.5,5544.424271,8372,531,472293,157431.0,264855.8024,463219,193,0,0,0,0,72,92,6.351343627,8.468458169,0,5840,1453.375,2681.356423,7189672.268,0,0,0,1,0,0,0,0,1,1661.0,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
49631,24537,6,2,11607,26,7215,0,1934.5,3123.682298,20,6,13.0,9.899494937,474100.3383,326.038228,3505.285714,8537.978951,22853,44,24537,4907.4,10045.46173,22853,48,277,277.0,0.0,277,277,0,0,0,0,144,40,244.528671,81.509557,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,0,1454.125,1934.5,13.0,144,0,0,0,0,0,0,6,11607,2,26,8192,256,4,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,71517736,8,5,56,11607,20,0,7.0,5.656854249,7300,0,2321.4,3346.363967,163.0784285,0.181773092,5959811.333,19000000.0,66300000,3,70300000,10000000.0,24900000.0,66300000,3,1260999,315249.75,629809.6049,1259964,5,0,0,0,0,172,112,0.111860364,0.069912728,0,7300,833.5,2184.061804,4770125.962,0,0,0,0,1,0,0,0,0,897.6153846,7.0,2321.4,172,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,3962890.0,0.0,3962890,3962890,66300000.0,0.0,66300000,66300000,DDoS
80,3348961,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,8.958002198,1.493000366,837240.25,1673802.568,3347944,1,3348961,837240.25,1673802.568,3347944,1,0,0.0,0.0,0,0,0,0,0,0,100,0,1.493000366,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,97707443,8,5,56,11601,20,0,7.0,5.656854249,5840,0,2320.2,2436.833027,119.3051383,0.133050253,8142286.917,26400000.0,91800000,1,97700000,14000000.0,34400000.0,91800000,1,27027,6756.75,9471.962745,20273,182,0,0,0,0,172,112,0.081877079,0.051173174,0,5840,833.0714286,1774.906302,3150292.379,0,0,0,0,1,0,0,0,0,897.1538462,7.0,2320.2,172,0,0,0,0,0,0,8,56,5,11601,256,229,6,20,1003.0,0.0,1003,1003,48800000.0,60800000.0,91800000,5861876,DDoS
60025,96788526,6,9,11613,62,5840,0,1935.5,2991.613996,20,0,6.888888889,5.30199124,120.623802,0.154977048,6913466.143,24400000.0,91500000,1,96800000,19400000.0,43000000.0,96300000,4,96300000,12000000.0,32200000.0,91500000,1,0,0,0,0,132,192,0.061990819,0.092986229,0,5840,730.0625,1978.190435,3913237.396,0,0,0,0,1,1,0,0,1,778.7333333,1935.5,6.888888889,132,0,0,0,0,0,0,6,11613,9,62,229,256,4,20,4775965.0,0.0,4775965,4775965,91500000.0,0.0,91500000,91500000,BENIGN
53,160,2,2,82,114,41,41,41.0,0.0,57,57,57.0,0.0,1225000.0,25000.0,53.33333333,53.20087719,109,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,40,40,12500.0,12500.0,41,57,47.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,59.25,41.0,57.0,40,0,0,0,0,0,0,2,82,2,114,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
56018,74155669,6,9,11613,62,10135,0,1935.5,4058.890772,20,0,6.888888889,5.30199124,157.4390759,0.202277185,5296833.5,17000000.0,63600000,0,74200000,14800000.0,32900000.0,73600000,157,73600000,9203030.5,22300000.0,63600000,0,0,0,0,0,132,192,0.080910874,0.121366311,0,10135,730.0625,2534.071308,6421517.396,0,0,0,0,1,1,0,0,1,778.7333333,1935.5,6.888888889,132,0,0,0,0,0,0,6,11613,9,62,229,256,4,20,28795.0,0.0,28795,28795,36800000.0,37900000.0,63600000,9998769,BENIGN
